"Food Scarcity, Household Pulse Survey",,,,,,,
Adults in households where there was either sometimes or often not enough to eat in the last 7 days,,,,,,,
,,Total Food Scarcity,,Percent Food Scarcity,,,
Maine,"28 - April 14-26, 2021","35,357","14,183",3.8,1.5,"925,423","1,073,016"
Maryland,"28 - April 14-26, 2021","346,715","86,324",9,2.2,"3,859,450","4,585,752"
Massachusetts,"28 - April 14-26, 2021","218,467","55,091",5,1.2,"4,406,950","5,309,617"
Michigan,"28 - April 14-26, 2021","398,710","106,556",6.2,1.7,"6,479,433","7,631,231"
Minnesota,"28 - April 14-26, 2021","148,314","47,520",4.1,1.3,"3,601,483","4,250,165"
Mississippi,"28 - April 14-26, 2021","235,055","79,599",13.5,4.4,"1,740,616","2,186,321"
Missouri,"28 - April 14-26, 2021","234,972","71,764",5.9,1.7,"3,990,816","4,638,839"
Montana,"28 - April 14-26, 2021","41,348","18,097",5.5,2.4,"749,002","834,511"
Nebraska,"28 - April 14-26, 2021","58,809","19,194",4.9,1.6,"1,207,262","1,420,835"
Nevada,"28 - April 14-26, 2021","203,682","44,811",10.2,2.1,"1,996,926","2,450,986"
New Hampshire,"28 - April 14-26, 2021","44,635","14,271",4.8,1.6,"936,661","1,080,887"
New Jersey,"28 - April 14-26, 2021","452,489","114,055",8.5,2.1,"5,299,871","6,767,278"
New Mexico,"28 - April 14-26, 2021","109,313","26,592",8,1.9,"1,374,389","1,604,259"
New York,"28 - April 14-26, 2021","1,153,385","310,587",9.7,2.5,"11,889,653","14,714,964"
North Carolina,"28 - April 14-26, 2021","468,283","126,568",6.9,1.8,"6,739,298","8,121,448"
North Dakota,"28 - April 14-26, 2021","33,226","11,121",7.1,2.4,"468,607","560,525"
Ohio,"28 - April 14-26, 2021","263,497","109,438",3.7,1.6,"7,035,841","8,833,555"
Oklahoma,"28 - April 14-26, 2021","222,161","68,303",9,2.8,"2,478,504","2,941,764"
Oregon,"28 - April 14-26, 2021","263,251","77,297",9,2.6,"2,938,907","3,326,774"
Pennsylvania,"28 - April 14-26, 2021","669,780","170,466",8.4,2.1,"8,009,681","9,760,505"
Rhode Island,"28 - April 14-26, 2021","44,018","21,825",6.7,3.1,"659,148","815,717"
South Carolina,"28 - April 14-26, 2021","214,367","99,354",6.5,2.9,"3,292,313","4,033,193"
South Dakota,"28 - April 14-26, 2021","41,023","13,933",7.1,2.5,"576,889","648,348"
Tennessee,"28 - April 14-26, 2021","400,094","111,472",9.4,2.5,"4,272,370","5,279,261"
Texas,"28 - April 14-26, 2021","2,048,155","444,904",11.8,2.5,"17,428,831","21,688,354"
Utah,"28 - April 14-26, 2021","108,130","38,070",5.3,1.8,"2,046,126","2,324,002"
Vermont,"28 - April 14-26, 2021","15,214","10,001",3.6,2.3,"424,655","485,680"
Virginia,"28 - April 14-26, 2021","433,776","96,081",8.1,1.7,"5,354,517","6,511,643"
Washington,"28 - April 14-26, 2021","266,406","65,065",5.2,1.3,"5,078,316","5,950,326"
West Virginia,"28 - April 14-26, 2021","140,417","47,294",11.8,3.9,"1,186,714","1,377,441"
Wisconsin,"28 - April 14-26, 2021","239,612","77,566",6.2,2,"3,858,800","4,454,731"
Wyoming,"28 - April 14-26, 2021","20,641","9,891",5.2,2.5,"393,161","438,527"
Alabama,"27 - March 17-29, 2021","262,096","69,891",8.7,2.3,"3,009,415","3,717,378"
Alaska,"27 - March 17-29, 2021","46,722","10,580",9.9,2.2,"470,021","524,925"
Arizona,"27 - March 17-29, 2021","344,175","101,676",7.1,2,"4,878,304","5,597,268"
Arkansas,"27 - March 17-29, 2021","279,949","75,660",14.5,3.9,"1,934,292","2,246,527"
California,"27 - March 17-29, 2021","2,469,166","420,919",10,1.6,"24,738,606","29,939,021"
Colorado,"27 - March 17-29, 2021","260,225","64,463",6.7,1.6,"3,908,061","4,454,718"
Connecticut,"27 - March 17-29, 2021","169,582","49,801",7.4,2.2,"2,288,476","2,732,423"
Delaware,"27 - March 17-29, 2021","59,302","14,894",9.1,2.3,"652,597","754,637"
District of Columbia,"27 - March 17-29, 2021","44,952","13,939",9.4,2.9,"478,804","542,635"
Florida,"27 - March 17-29, 2021","1,438,547","287,686",10.1,2,"14,284,365","17,085,385"
Georgia,"27 - March 17-29, 2021","681,991","218,092",10,3.1,"6,811,147","7,955,983"
Hawaii,"27 - March 17-29, 2021","85,629","33,445",8.9,3.5,"961,648","1,073,229"
Idaho,"27 - March 17-29, 2021","93,444","27,362",7.8,2.3,"1,192,016","1,343,198"
Illinois,"27 - March 17-29, 2021","711,773","178,174",9.1,2.2,"7,834,372","9,546,424"
Indiana,"27 - March 17-29, 2021","356,517","94,084",8.4,2.2,"4,262,770","5,015,550"
Iowa,"27 - March 17-29, 2021","108,069","34,259",5.3,1.7,"2,045,045","2,342,905"
Kansas,"27 - March 17-29, 2021","111,264","28,637",5.9,1.5,"1,875,433","2,140,957"
Kentucky,"27 - March 17-29, 2021","279,006","83,030",9.7,2.8,"2,870,577","3,344,102"
Louisiana,"27 - March 17-29, 2021","292,959","66,424",10.5,2.2,"2,781,813","3,431,432"
Maine,"27 - March 17-29, 2021","44,352","21,511",4.8,2.3,"922,590","1,065,620"
Maryland,"27 - March 17-29, 2021","385,354","78,119",9.7,1.9,"3,970,685","4,586,920"
Massachusetts,"27 - March 17-29, 2021","231,049","62,973",5.2,1.4,"4,435,239","5,324,065"
Michigan,"27 - March 17-29, 2021","404,268","99,049",6.4,1.6,"6,331,926","7,644,458"
Minnesota,"27 - March 17-29, 2021","203,225","57,311",5.4,1.5,"3,736,750","4,241,624"
Mississippi,"27 - March 17-29, 2021","236,085","74,407",13.4,4.1,"1,756,200","2,189,670"
Missouri,"27 - March 17-29, 2021","275,413","89,197",7,2.3,"3,932,084","4,617,880"
Montana,"27 - March 17-29, 2021","50,745","17,460",6.8,2.3,"750,031","822,204"
Nebraska,"27 - March 17-29, 2021","103,600","29,440",8.5,2.4,"1,213,842","1,418,191"
Nevada,"27 - March 17-29, 2021","205,944","51,335",10.1,2.5,"2,038,651","2,399,457"
New Hampshire,"27 - March 17-29, 2021","76,202","33,070",8,3.4,"953,317","1,073,014"
New Jersey,"27 - March 17-29, 2021","502,376","131,249",8.6,2.3,"5,835,867","6,776,822"
New Mexico,"27 - March 17-29, 2021","101,990","25,213",7.6,1.8,"1,341,614","1,589,574"
New York,"27 - March 17-29, 2021","934,011","252,502",7.9,2.1,"11,852,173","14,847,080"
North Carolina,"27 - March 17-29, 2021","474,548","127,210",7.1,1.9,"6,690,080","8,017,566"
North Dakota,"27 - March 17-29, 2021","25,959","8,825",5.3,1.8,"489,660","561,016"
Ohio,"27 - March 17-29, 2021","619,796","210,932",8.4,2.9,"7,390,203","8,822,539"
Oklahoma,"27 - March 17-29, 2021","350,851","95,989",13.9,3.8,"2,531,768","2,916,436"
Oregon,"27 - March 17-29, 2021","252,294","53,325",8.6,1.8,"2,932,137","3,302,727"
Pennsylvania,"27 - March 17-29, 2021","565,032","177,277",6.9,2.1,"8,240,966","9,776,154"
Rhode Island,"27 - March 17-29, 2021","94,019","23,484",13.7,3.4,"688,543","817,559"
South Carolina,"27 - March 17-29, 2021","307,402","99,969",9.2,3.1,"3,333,572","3,969,123"
South Dakota,"27 - March 17-29, 2021","38,517","18,598",6.7,3.2,"572,392","642,658"
Tennessee,"27 - March 17-29, 2021","370,920","92,350",8.6,2.1,"4,302,624","5,221,475"
Texas,"27 - March 17-29, 2021","2,252,723","432,562",12.6,2.3,"17,857,583","21,356,906"
Utah,"27 - March 17-29, 2021","97,947","26,963",4.8,1.3,"2,054,395","2,281,207"
Vermont,"27 - March 17-29, 2021","16,023","7,104",3.8,1.7,"417,080","485,485"
Virginia,"27 - March 17-29, 2021","455,906","108,532",8.1,1.9,"5,625,645","6,472,737"
Washington,"27 - March 17-29, 2021","311,110","71,639",5.9,1.3,"5,291,983","5,890,357"
West Virginia,"27 - March 17-29, 2021","129,190","40,961",10.7,3.4,"1,208,356","1,379,576"
Wisconsin,"27 - March 17-29, 2021","251,896","89,653",6.7,2.4,"3,743,749","4,438,719"
Wyoming,"27 - March 17-29, 2021","31,214","10,469",8.2,2.7,"378,531","433,400"
Alabama,"26 - March 3-15, 2021","379,001","111,700",12.3,3.5,"3,092,039","3,717,378"
Alaska,"26 - March 3-15, 2021","42,977","11,054",9.2,2.3,"465,033","524,925"
Arizona,"26 - March 3-15, 2021","492,591","94,475",10.1,1.9,"4,869,309","5,597,268"
Arkansas,"26 - March 3-15, 2021","224,601","55,914",12,3.1,"1,871,051","2,246,527"
California,"26 - March 3-15, 2021","2,869,013","374,738",11.1,1.4,"25,921,232","29,939,021"
Colorado,"26 - March 3-15, 2021","413,427","122,254",10.3,3,"4,020,383","4,454,718"
Connecticut,"26 - March 3-15, 2021","210,121","52,956",9.2,2.2,"2,274,737","2,732,423"
Delaware,"26 - March 3-15, 2021","56,001","15,810",8.4,2.4,"666,419","754,637"
District of Columbia,"26 - March 3-15, 2021","41,559","16,801",8.8,3.5,"474,090","542,635"
Florida,"26 - March 3-15, 2021","1,413,389","261,125",10,1.8,"14,168,690","17,085,385"
Georgia,"26 - March 3-15, 2021","801,213","228,586",12,3.4,"6,655,490","7,955,983"
Hawaii,"26 - March 3-15, 2021","52,136","16,038",5.5,1.7,"956,503","1,073,229"
Idaho,"26 - March 3-15, 2021","92,060","23,791",7.7,2,"1,195,169","1,343,198"
Illinois,"26 - March 3-15, 2021","897,420","191,418",11.5,2.4,"7,800,328","9,546,424"
Indiana,"26 - March 3-15, 2021","531,398","130,423",12,2.9,"4,421,884","5,015,550"
Iowa,"26 - March 3-15, 2021","224,271","64,788",11,3.2,"2,035,925","2,342,905"
Kansas,"26 - March 3-15, 2021","170,939","46,672",9.3,2.5,"1,829,193","2,140,957"
Kentucky,"26 - March 3-15, 2021","343,497","79,349",12.1,2.7,"2,842,515","3,344,102"
Louisiana,"26 - March 3-15, 2021","481,788","100,479",17.4,3.4,"2,770,237","3,431,432"
Maine,"26 - March 3-15, 2021","73,043","21,705",7.6,2.2,"967,137","1,065,620"
Maryland,"26 - March 3-15, 2021","400,292","87,055",10,2.1,"4,010,969","4,586,920"
Massachusetts,"26 - March 3-15, 2021","343,253","96,399",7.5,2.1,"4,603,624","5,324,065"
Michigan,"26 - March 3-15, 2021","669,312","124,417",10.5,1.9,"6,366,778","7,644,458"
Minnesota,"26 - March 3-15, 2021","157,864","61,018",4.3,1.7,"3,684,473","4,241,624"
Mississippi,"26 - March 3-15, 2021","240,772","68,029",13.1,3.6,"1,831,564","2,189,670"
Missouri,"26 - March 3-15, 2021","382,202","93,827",9.6,2.3,"3,963,154","4,617,880"
Montana,"26 - March 3-15, 2021","42,139","16,759",5.9,2.3,"714,648","822,204"
Nebraska,"26 - March 3-15, 2021","129,237","30,886",10.6,2.4,"1,221,116","1,418,191"
Nevada,"26 - March 3-15, 2021","252,326","62,889",12.4,3,"2,029,829","2,399,457"
New Hampshire,"26 - March 3-15, 2021","60,634","17,655",6.3,1.8,"959,919","1,073,014"
New Jersey,"26 - March 3-15, 2021","640,071","134,153",11.4,2.4,"5,623,269","6,776,822"
New Mexico,"26 - March 3-15, 2021","166,036","35,722",12,2.5,"1,378,073","1,589,574"
New York,"26 - March 3-15, 2021","2,074,177","362,651",16.4,2.8,"12,616,136","14,847,080"
North Carolina,"26 - March 3-15, 2021","525,863","134,802",7.9,2,"6,647,455","8,017,566"
North Dakota,"26 - March 3-15, 2021","45,326","10,697",9.1,2.1,"495,740","561,016"
Ohio,"26 - March 3-15, 2021","900,211","210,643",11.4,2.6,"7,875,074","8,822,539"
Oklahoma,"26 - March 3-15, 2021","288,888","65,328",11.6,2.6,"2,483,856","2,916,436"
Oregon,"26 - March 3-15, 2021","225,905","38,855",7.8,1.3,"2,897,203","3,302,727"
Pennsylvania,"26 - March 3-15, 2021","919,997","234,814",11.1,2.8,"8,269,238","9,776,154"
Rhode Island,"26 - March 3-15, 2021","60,206","20,801",9.1,3,"664,926","817,559"
South Carolina,"26 - March 3-15, 2021","292,943","85,021",9,2.5,"3,270,798","3,969,123"
South Dakota,"26 - March 3-15, 2021","48,245","15,831",8.5,2.9,"567,995","642,658"
Tennessee,"26 - March 3-15, 2021","394,583","107,644",9.2,2.4,"4,311,744","5,221,475"
Texas,"26 - March 3-15, 2021","2,205,909","247,917",12.1,1.3,"18,186,452","21,356,906"
Utah,"26 - March 3-15, 2021","142,976","39,539",7.1,1.9,"2,008,194","2,281,207"
Vermont,"26 - March 3-15, 2021","34,162","17,398",8,4.1,"427,912","485,485"
Virginia,"26 - March 3-15, 2021","517,984","146,165",9.3,2.6,"5,585,576","6,472,737"
Washington,"26 - March 3-15, 2021","413,225","93,128",7.7,1.7,"5,334,043","5,890,357"
West Virginia,"26 - March 3-15, 2021","121,374","36,571",10.6,3.2,"1,140,985","1,379,576"
Wisconsin,"26 - March 3-15, 2021","260,673","87,358",6.7,2.2,"3,868,242","4,438,719"
Wyoming,"26 - March 3-15, 2021","34,789","9,342",8.9,2.4,"390,248","433,400"
Alabama,"25 - February 17 - March 1, 2021","385,683","99,793",11.7,3,"3,283,494","3,717,378"
Alaska,"25 - February 17 - March 1, 2021","49,611","9,828",10.5,2.1,"471,104","524,925"
Arizona,"25 - February 17 - March 1, 2021","453,419","112,157",9.3,2.2,"4,872,414","5,597,268"
Arkansas,"25 - February 17 - March 1, 2021","277,243","57,595",14.2,2.9,"1,950,536","2,246,527"
California,"25 - February 17 - March 1, 2021","2,306,488","382,014",9,1.4,"25,621,198","29,939,021"
Colorado,"25 - February 17 - March 1, 2021","373,318","86,374",9.3,2.1,"4,018,304","4,454,718"
Connecticut,"25 - February 17 - March 1, 2021","209,016","43,720",8.7,1.8,"2,393,268","2,732,423"
Delaware,"25 - February 17 - March 1, 2021","68,715","22,934",10.6,3.5,"649,149","754,637"
District of Columbia,"25 - February 17 - March 1, 2021","44,226","12,054",9.1,2.5,"487,044","542,635"
Florida,"25 - February 17 - March 1, 2021","1,959,823","403,263",13.7,2.7,"14,304,274","17,085,385"
Georgia,"25 - February 17 - March 1, 2021","850,277","189,426",13,2.9,"6,516,033","7,955,983"
Hawaii,"25 - February 17 - March 1, 2021","104,853","38,537",10.8,3.9,"970,114","1,073,229"
Idaho,"25 - February 17 - March 1, 2021","60,734","18,559",5.2,1.6,"1,173,221","1,343,198"
Illinois,"25 - February 17 - March 1, 2021","808,828","212,860",9.9,2.5,"8,168,416","9,546,424"
Indiana,"25 - February 17 - March 1, 2021","435,965","101,289",9.8,2.2,"4,447,592","5,015,550"
Iowa,"25 - February 17 - March 1, 2021","154,139","38,792",7.6,1.9,"2,029,279","2,342,905"
Kansas,"25 - February 17 - March 1, 2021","216,925","41,906",11.5,2.1,"1,882,993","2,140,957"
Kentucky,"25 - February 17 - March 1, 2021","307,916","68,210",10.4,2.3,"2,954,414","3,344,102"
Louisiana,"25 - February 17 - March 1, 2021","402,059","98,971",13.6,3.3,"2,945,898","3,431,432"
Maine,"25 - February 17 - March 1, 2021","66,578","27,407",7.4,3,"902,235","1,065,620"
Maryland,"25 - February 17 - March 1, 2021","467,408","94,579",11.8,2.3,"3,975,793","4,586,920"
Massachusetts,"25 - February 17 - March 1, 2021","404,040","94,985",8.9,2.1,"4,526,564","5,324,065"
Michigan,"25 - February 17 - March 1, 2021","539,315","115,938",8.5,1.8,"6,376,221","7,644,458"
Minnesota,"25 - February 17 - March 1, 2021","265,430","59,637",7.2,1.6,"3,696,627","4,241,624"
Mississippi,"25 - February 17 - March 1, 2021","231,417","73,589",12.8,4,"1,801,500","2,189,670"
Missouri,"25 - February 17 - March 1, 2021","364,129","84,648",9.2,2.1,"3,943,178","4,617,880"
Montana,"25 - February 17 - March 1, 2021","42,920","12,866",5.9,1.7,"731,606","822,204"
Nebraska,"25 - February 17 - March 1, 2021","105,338","29,322",8.6,2.4,"1,221,714","1,418,191"
Nevada,"25 - February 17 - March 1, 2021","238,539","70,614",11.8,3.4,"2,021,968","2,399,457"
New Hampshire,"25 - February 17 - March 1, 2021","82,823","24,794",8.7,2.5,"956,888","1,073,014"
New Jersey,"25 - February 17 - March 1, 2021","495,222","132,452",8.7,2.3,"5,695,709","6,776,822"
New Mexico,"25 - February 17 - March 1, 2021","127,313","32,480",9,2.3,"1,418,809","1,589,574"
New York,"25 - February 17 - March 1, 2021","1,366,272","269,644",10.7,2.1,"12,816,068","14,847,080"
North Carolina,"25 - February 17 - March 1, 2021","846,220","250,957",12.3,3.5,"6,862,912","8,017,566"
North Dakota,"25 - February 17 - March 1, 2021","47,379","16,258",9.7,3.3,"487,787","561,016"
Ohio,"25 - February 17 - March 1, 2021","660,549","155,417",8.6,2,"7,681,935","8,822,539"
Oklahoma,"25 - February 17 - March 1, 2021","378,179","91,889",15.3,3.6,"2,465,499","2,916,436"
Oregon,"25 - February 17 - March 1, 2021","291,836","50,946",9.8,1.7,"2,980,444","3,302,727"
Pennsylvania,"25 - February 17 - March 1, 2021","706,804","147,891",8.3,1.7,"8,544,915","9,776,154"
Rhode Island,"25 - February 17 - March 1, 2021","65,994","24,047",9.7,3.5,"680,325","817,559"
South Carolina,"25 - February 17 - March 1, 2021","360,420","102,828",10.7,2.9,"3,361,930","3,969,123"
South Dakota,"25 - February 17 - March 1, 2021","49,074","18,927",8.5,3.3,"577,016","642,658"
Tennessee,"25 - February 17 - March 1, 2021","565,682","114,364",12.6,2.6,"4,480,235","5,221,475"
Texas,"25 - February 17 - March 1, 2021","2,664,051","370,580",15.2,2,"17,491,613","21,356,906"
Utah,"25 - February 17 - March 1, 2021","202,640","47,314",9.9,2.3,"2,045,691","2,281,207"
Vermont,"25 - February 17 - March 1, 2021","30,506","13,457",6.8,3,"445,881","485,485"
Virginia,"25 - February 17 - March 1, 2021","504,656","114,018",8.8,2,"5,746,824","6,472,737"
Washington,"25 - February 17 - March 1, 2021","378,964","77,076",7.2,1.4,"5,281,370","5,890,357"
West Virginia,"25 - February 17 - March 1, 2021","108,806","31,744",9.4,2.7,"1,162,757","1,379,576"
Wisconsin,"25 - February 17 - March 1, 2021","307,171","74,766",7.7,1.9,"4,011,132","4,438,719"
Wyoming,"25 - February 17 - March 1, 2021","46,139","15,754",12.2,4.1,"376,908","433,400"
Alabama,"24 - February 3-15, 2021","358,893","100,608",11.2,3,"3,205,237","3,717,378"
Alaska,"24 - February 3-15, 2021","58,274","13,450",12.4,2.8,"471,125","524,925"
Arizona,"24 - February 3-15, 2021","512,815","105,971",10.3,2.1,"4,978,257","5,597,268"
Arkansas,"24 - February 3-15, 2021","218,961","54,955",11.5,2.8,"1,899,348","2,246,527"
California,"24 - February 3-15, 2021","3,436,651","626,259",13.2,2.4,"26,096,281","29,939,021"
Colorado,"24 - February 3-15, 2021","288,972","76,407",7.3,1.9,"3,982,820","4,454,718"
Connecticut,"24 - February 3-15, 2021","137,678","38,666",5.9,1.6,"2,329,477","2,732,423"
Delaware,"24 - February 3-15, 2021","69,063","17,577",10.7,2.6,"643,921","754,637"
District of Columbia,"24 - February 3-15, 2021","55,050","16,428",11.5,3.4,"476,776","542,635"
Florida,"24 - February 3-15, 2021","1,966,928","340,659",13.7,2.3,"14,353,960","17,085,385"
Georgia,"24 - February 3-15, 2021","885,209","204,879",13.1,3.1,"6,744,877","7,955,983"
Hawaii,"24 - February 3-15, 2021","94,195","29,219",9.7,2.9,"972,114","1,073,229"
Idaho,"24 - February 3-15, 2021","105,627","18,791",8.8,1.5,"1,205,317","1,343,198"
Illinois,"24 - February 3-15, 2021","901,976","188,274",11.5,2.4,"7,835,465","9,546,424"
Indiana,"24 - February 3-15, 2021","556,677","120,339",13.2,2.7,"4,224,631","5,015,550"
Iowa,"24 - February 3-15, 2021","166,571","53,435",8,2.5,"2,071,759","2,342,905"
Kansas,"24 - February 3-15, 2021","168,056","38,439",9.3,2.2,"1,801,875","2,140,957"
Kentucky,"24 - February 3-15, 2021","277,192","59,533",9.9,2.1,"2,810,687","3,344,102"
Louisiana,"24 - February 3-15, 2021","423,742","96,626",14.9,3.2,"2,846,076","3,431,432"
Maine,"24 - February 3-15, 2021","94,758","35,195",9.8,3.6,"966,549","1,065,620"
Maryland,"24 - February 3-15, 2021","395,345","91,746",10.1,2.4,"3,901,333","4,586,920"
Massachusetts,"24 - February 3-15, 2021","355,956","92,166",7.7,1.9,"4,595,584","5,324,065"
Michigan,"24 - February 3-15, 2021","740,233","156,479",11,2.3,"6,728,254","7,644,458"
Minnesota,"24 - February 3-15, 2021","281,841","66,297",7.5,1.8,"3,739,547","4,241,624"
Mississippi,"24 - February 3-15, 2021","271,047","76,433",14.2,4,"1,904,986","2,189,670"
Missouri,"24 - February 3-15, 2021","439,367","92,982",10.8,2.2,"4,083,662","4,617,880"
Montana,"24 - February 3-15, 2021","30,937","11,424",4.2,1.6,"734,744","822,204"
Nebraska,"24 - February 3-15, 2021","132,001","39,287",10.5,3.1,"1,261,603","1,418,191"
Nevada,"24 - February 3-15, 2021","309,790","61,242",15,2.9,"2,062,248","2,399,457"
New Hampshire,"24 - February 3-15, 2021","58,659","16,956",6.1,1.8,"955,386","1,073,014"
New Jersey,"24 - February 3-15, 2021","489,584","132,461",8.5,2.2,"5,753,931","6,776,822"
New Mexico,"24 - February 3-15, 2021","179,017","37,334",12.7,2.6,"1,404,400","1,589,574"
New York,"24 - February 3-15, 2021","1,592,861","391,537",12.4,3,"12,841,460","14,847,080"
North Carolina,"24 - February 3-15, 2021","726,586","185,444",10.4,2.7,"6,974,625","8,017,566"
North Dakota,"24 - February 3-15, 2021","46,033","19,372",9.5,3.9,"484,751","561,016"
Ohio,"24 - February 3-15, 2021","1,199,913","264,299",16.5,3.5,"7,291,113","8,822,539"
Oklahoma,"24 - February 3-15, 2021","301,442","56,387",11.9,2.2,"2,539,917","2,916,436"
Oregon,"24 - February 3-15, 2021","283,537","53,019",9.6,1.8,"2,967,772","3,302,727"
Pennsylvania,"24 - February 3-15, 2021","751,763","142,298",9.2,1.7,"8,127,517","9,776,154"
Rhode Island,"24 - February 3-15, 2021","66,538","24,108",9.5,3.4,"703,962","817,559"
South Carolina,"24 - February 3-15, 2021","462,415","100,017",13.5,2.9,"3,436,403","3,969,123"
South Dakota,"24 - February 3-15, 2021","50,517","15,666",9.1,2.8,"555,349","642,658"
Tennessee,"24 - February 3-15, 2021","561,122","118,465",12.4,2.6,"4,513,024","5,221,475"
Texas,"24 - February 3-15, 2021","2,299,157","357,795",12.9,1.9,"17,889,867","21,356,906"
Utah,"24 - February 3-15, 2021","177,637","31,397",8.9,1.6,"2,002,479","2,281,207"
Vermont,"24 - February 3-15, 2021","34,380","12,236",7.9,2.8,"434,584","485,485"
Virginia,"24 - February 3-15, 2021","446,081","127,932",7.8,2.2,"5,729,393","6,472,737"
