"Housing Insecurity (Missed Payment and Low Confidence), Household Pulse Survey","","","","","","",""
"Adults in households who are not current on rent or mortgage payments and who have slight or no confidence that their household can pay next month's rent or mortgage on time","","","","","","",""
"","","Total Housing Insecurity (Missed Payment and Low Confidence)","","Percent Housing Insecurity (Missed Payment and Low Confidence)","","",""
"Colorado","15 - September 16-28, 2020","134012","40443","4.6","1.4","2892561","4,454,718"
"Connecticut","15 - September 16-28, 2020","106130","33385","6.6","2","1604516","2,732,423"
"Delaware","15 - September 16-28, 2020","10634","4514","2.5","1.1","427372","754,637"
"District of Columbia","15 - September 16-28, 2020","15364","8087","4.3","2.2","355233","542,635"
"Florida","15 - September 16-28, 2020","662645","172792","7.1","1.8","9378997","17,085,385"
"Georgia","15 - September 16-28, 2020","336613","82065","7.5","1.7","4502053","7,955,983"
"Hawaii","15 - September 16-28, 2020","65387","18875","9.6","2.7","679184","1,073,229"
"Idaho","15 - September 16-28, 2020","41968","17387","5","2","845317","1,343,198"
"Illinois","15 - September 16-28, 2020","428998","126587","7.9","2.2","5411455","9,546,424"
"Indiana","15 - September 16-28, 2020","224274","65951","7.4","2.2","3017848","5,015,550"
"Iowa","15 - September 16-28, 2020","58251","27190","4.8","2.2","1222881","2,342,905"
"Kansas","15 - September 16-28, 2020","78431","24413","6.2","1.9","1255873","2,140,957"
"Kentucky","15 - September 16-28, 2020","142463","48851","7.5","2.5","1889550","3,344,102"
"Louisiana","15 - September 16-28, 2020","192252","60913","12","3.4","1602151","3,431,432"
"Maine","15 - September 16-28, 2020","22919","11712","3.8","1.9","595876","1,065,620"
"Maryland","15 - September 16-28, 2020","244189","73996","8","2.4","3049848","4,586,920"
"Massachusetts","15 - September 16-28, 2020","187734","54523","5.8","1.6","3255733","5,324,065"
"Michigan","15 - September 16-28, 2020","202466","59313","5.1","1.4","4001220","7,644,458"
"Minnesota","15 - September 16-28, 2020","98521","31377","3.6","1.1","2709405","4,241,624"
"Mississippi","15 - September 16-28, 2020","100683","33483","9.4","3.2","1067854","2,189,670"
"Missouri","15 - September 16-28, 2020","167076","65820","6.3","2.5","2651466","4,617,880"
"Montana","15 - September 16-28, 2020","26479","12297","5.5","2.6","479024","822,204"
"Nebraska","15 - September 16-28, 2020","35267","16700","4.3","2.1","811973","1,418,191"
"Nevada","15 - September 16-28, 2020","89208","28109","5.8","1.8","1525783","2,399,457"
"New Hampshire","15 - September 16-28, 2020","17781","9848","2.8","1.5","626869","1,073,014"
"New Jersey","15 - September 16-28, 2020","371217","98981","9.8","2.5","3804231","6,776,822"
"New Mexico","15 - September 16-28, 2020","85361","30961","9.6","3.4","885645","1,589,574"
"New York","15 - September 16-28, 2020","630141","222688","7.7","2.6","8205414","14,847,080"
"North Carolina","15 - September 16-28, 2020","265270","88269","5.7","1.9","4633535","8,017,566"
"North Dakota","15 - September 16-28, 2020","19801","7220","6.2","2.2","319671","561,016"
"Ohio","15 - September 16-28, 2020","371708","96157","7.4","1.9","5034287","8,822,539"
"Oklahoma","15 - September 16-28, 2020","151513","39042","9.4","2.4","1614711","2,916,436"
"Oregon","15 - September 16-28, 2020","141669","26661","6.7","1.3","2100062","3,302,727"
"Pennsylvania","15 - September 16-28, 2020","326230","108500","6.5","2.1","5014013","9,776,154"
"Rhode Island","15 - September 16-28, 2020","33603","12671","6.4","2.4","528064","817,559"
"South Carolina","15 - September 16-28, 2020","152255","43488","7.4","2.1","2044716","3,969,123"
"South Dakota","15 - September 16-28, 2020","15861","8675","4.7","2.5","337897","642,658"
"Tennessee","15 - September 16-28, 2020","250205","62184","8.7","2.2","2860032","5,221,475"
"Texas","15 - September 16-28, 2020","1053835","237825","8.8","1.9","11946714","21,356,906"
"Utah","15 - September 16-28, 2020","61314","16973","4","1.1","1532712","2,281,207"
"Vermont","15 - September 16-28, 2020","8214","4153","2.9","1.4","287330","485,485"
"Virginia","15 - September 16-28, 2020","285134","94221","7","2.3","4053836","6,472,737"
"Washington","15 - September 16-28, 2020","173103","52189","4.3","1.3","4011714","5,890,357"
"West Virginia","15 - September 16-28, 2020","73010","37334","10.9","5.4","669561","1,379,576"
"Wisconsin","15 - September 16-28, 2020","68259","31106","2.7","1.2","2486815","4,438,719"
"Wyoming","15 - September 16-28, 2020","19397","6633","7.9","2.7","244169","433,400"
"Alabama","14 - September 2-14, 2020","171063","55442","8.7","2.7","1972593","3,717,378"
"Alaska","14 - September 2-14, 2020","19258","5553","5.9","1.7","328810","524,925"
"Arizona","14 - September 2-14, 2020","176599","44625","5.3","1.3","3321292","5,597,268"
"Arkansas","14 - September 2-14, 2020","78043","23817","6.3","1.9","1241947","2,246,527"
"California","14 - September 2-14, 2020","1075263","186990","5.7","1","18989893","29,939,021"
"Colorado","14 - September 2-14, 2020","170022","53115","5.7","1.8","2960973","4,454,718"
"Connecticut","14 - September 2-14, 2020","114146","29062","7.1","1.8","1618493","2,732,423"
"Delaware","14 - September 2-14, 2020","33902","12730","7.7","2.8","441087","754,637"
"District of Columbia","14 - September 2-14, 2020","43929","16580","10.9","3.9","403947","542,635"
"Florida","14 - September 2-14, 2020","998594","210416","10.8","2.2","9230772","17,085,385"
"Georgia","14 - September 2-14, 2020","355644","85395","7.6","1.7","4665794","7,955,983"
"Hawaii","14 - September 2-14, 2020","62640","26468","9.2","3.8","680256","1,073,229"
"Idaho","14 - September 2-14, 2020","40619","14040","5.2","1.7","787066","1,343,198"
"Illinois","14 - September 2-14, 2020","527220","128326","9.3","2.3","5653150","9,546,424"
"Indiana","14 - September 2-14, 2020","281647","77991","9.1","2.5","3111923","5,015,550"
"Iowa","14 - September 2-14, 2020","67605","25001","5.5","2","1233055","2,342,905"
"Kansas","14 - September 2-14, 2020","58513","15014","4.9","1.3","1202892","2,140,957"
"Kentucky","14 - September 2-14, 2020","174972","42354","9.2","2.2","1908282","3,344,102"
"Louisiana","14 - September 2-14, 2020","184832","51054","10.6","2.9","1742736","3,431,432"
"Maine","14 - September 2-14, 2020","32616","12813","6","2.3","543180","1,065,620"
"Maryland","14 - September 2-14, 2020","293248","73198","10.6","2.5","2776037","4,586,920"
"Massachusetts","14 - September 2-14, 2020","186598","56873","5.8","1.7","3228990","5,324,065"
"Michigan","14 - September 2-14, 2020","273429","60902","6.4","1.4","4286365","7,644,458"
"Minnesota","14 - September 2-14, 2020","110138","37665","4.4","1.4","2531753","4,241,624"
"Mississippi","14 - September 2-14, 2020","109676","30159","11.1","3.1","991077","2,189,670"
"Missouri","14 - September 2-14, 2020","197407","55042","7.7","2.1","2555099","4,617,880"
"Montana","14 - September 2-14, 2020","23314","8833","5","1.9","470401","822,204"
"Nebraska","14 - September 2-14, 2020","58170","17316","6.8","2","852180","1,418,191"
"Nevada","14 - September 2-14, 2020","113994","27497","7.1","1.7","1607820","2,399,457"
"New Hampshire","14 - September 2-14, 2020","34200","10975","5.7","1.9","602864","1,073,014"
"New Jersey","14 - September 2-14, 2020","386286","115275","10.3","2.9","3747340","6,776,822"
"New Mexico","14 - September 2-14, 2020","70697","21341","7.9","2.3","899761","1,589,574"
"New York","14 - September 2-14, 2020","786800","159328","9","1.7","8739870","14,847,080"
"North Carolina","14 - September 2-14, 2020","347456","102222","7.3","2.2","4755345","8,017,566"
"North Dakota","14 - September 2-14, 2020","16229","6039","5.3","2","308673","561,016"
"Ohio","14 - September 2-14, 2020","341255","111823","6.4","2","5337054","8,822,539"
"Oklahoma","14 - September 2-14, 2020","88077","25900","5.7","1.6","1550030","2,916,436"
"Oregon","14 - September 2-14, 2020","114517","31747","5.3","1.5","2154563","3,302,727"
"Pennsylvania","14 - September 2-14, 2020","312182","106137","5.8","1.9","5352155","9,776,154"
"Rhode Island","14 - September 2-14, 2020","44850","13831","9.4","2.9","477072","817,559"
"South Carolina","14 - September 2-14, 2020","195652","67268","9.2","3.1","2137997","3,969,123"
"South Dakota","14 - September 2-14, 2020","12950","6032","3.7","1.7","354165","642,658"
"Tennessee","14 - September 2-14, 2020","214019","58583","7.9","2.1","2702344","5,221,475"
"Texas","14 - September 2-14, 2020","1022842","251750","8.5","1.9","12055600","21,356,906"
"Utah","14 - September 2-14, 2020","63773","21255","4.2","1.4","1522518","2,281,207"
"Vermont","14 - September 2-14, 2020","11361","5527","4","1.9","286871","485,485"
"Virginia","14 - September 2-14, 2020","195383","55757","4.8","1.4","4088829","6,472,737"
"Washington","14 - September 2-14, 2020","185459","46126","5","1.2","3722179","5,890,357"
"West Virginia","14 - September 2-14, 2020","66395","20558","10.8","3","614589","1,379,576"
"Wisconsin","14 - September 2-14, 2020","111827","46030","4.6","1.9","2449782","4,438,719"
"Wyoming","14 - September 2-14, 2020","16763","5601","7.2","2.4","233731","433,400"
"Alabama","13 - August 19-31, 2020","165914","52486","8.6","2.7","1932147","3,717,378"
"Alaska","13 - August 19-31, 2020","16144","4062","5.1","1.3","318567","524,925"
"Arizona","13 - August 19-31, 2020","183392","53192","5.7","1.6","3235685","5,597,268"
"Arkansas","13 - August 19-31, 2020","63594","18568","5.3","1.6","1199865","2,246,527"
"California","13 - August 19-31, 2020","1408129","242458","7.6","1.3","18494884","29,939,021"
"Colorado","13 - August 19-31, 2020","147851","38555","5.1","1.4","2918861","4,454,718"
"Connecticut","13 - August 19-31, 2020","119490","35196","7.7","2.1","1557679","2,732,423"
"Delaware","13 - August 19-31, 2020","25784","8945","6.4","2.3","405134","754,637"
"District of Columbia","13 - August 19-31, 2020","22305","9486","5.8","2.4","386638","542,635"
"Florida","13 - August 19-31, 2020","847083","182290","9.2","1.8","9164001","17,085,385"
"Georgia","13 - August 19-31, 2020","299187","87357","6.9","1.9","4366261","7,955,983"
"Hawaii","13 - August 19-31, 2020","32150","11062","4.8","1.7","668396","1,073,229"
"Idaho","13 - August 19-31, 2020","47112","17031","5.8","2.1","809585","1,343,198"
"Illinois","13 - August 19-31, 2020","460017","104031","8.7","2","5260947","9,546,424"
"Indiana","13 - August 19-31, 2020","257062","62744","8.8","2.1","2931706","5,015,550"
"Iowa","13 - August 19-31, 2020","64861","19345","5.2","1.5","1251305","2,342,905"
"Kansas","13 - August 19-31, 2020","74965","19566","6.4","1.6","1175982","2,140,957"
"Kentucky","13 - August 19-31, 2020","162850","41038","8.7","2.1","1880529","3,344,102"
"Louisiana","13 - August 19-31, 2020","237866","58503","13","2.9","1834790","3,431,432"
"Maine","13 - August 19-31, 2020","29561","12638","5.1","2.1","581217","1,065,620"
"Maryland","13 - August 19-31, 2020","286794","70366","10.1","2.4","2843173","4,586,920"
"Massachusetts","13 - August 19-31, 2020","157757","32631","4.9","1","3230065","5,324,065"
"Michigan","13 - August 19-31, 2020","251532","70112","6","1.6","4182614","7,644,458"
"Minnesota","13 - August 19-31, 2020","83804","29107","3.3","1.1","2545852","4,241,624"
"Mississippi","13 - August 19-31, 2020","62176","19090","6","1.9","1037942","2,189,670"
"Missouri","13 - August 19-31, 2020","177214","57690","6.8","2.1","2606312","4,617,880"
"Montana","13 - August 19-31, 2020","32770","12275","7","2.7","466303","822,204"
"Nebraska","13 - August 19-31, 2020","43960","14906","5.2","1.8","840917","1,418,191"
"Nevada","13 - August 19-31, 2020","136317","31149","9.2","1.9","1486509","2,399,457"
"New Hampshire","13 - August 19-31, 2020","29179","11757","4.6","1.8","639897","1,073,014"
"New Jersey","13 - August 19-31, 2020","304060","74832","7.7","1.9","3925691","6,776,822"
"New Mexico","13 - August 19-31, 2020","47794","16567","5.3","1.8","895197","1,589,574"
"New York","13 - August 19-31, 2020","736404","211281","9","2.6","8195711","14,847,080"
"North Carolina","13 - August 19-31, 2020","282371","90930","6.5","2.1","4376539","8,017,566"
"North Dakota","13 - August 19-31, 2020","5527","2514","1.8","0.8","307800","561,016"
"Ohio","13 - August 19-31, 2020","379519","109650","7.3","2","5166373","8,822,539"
"Oklahoma","13 - August 19-31, 2020","139429","41561","9.1","2.6","1540003","2,916,436"
"Oregon","13 - August 19-31, 2020","120504","34227","5.8","1.6","2082635","3,302,727"
"Pennsylvania","13 - August 19-31, 2020","355682","91815","6.7","1.7","5277976","9,776,154"
"Rhode Island","13 - August 19-31, 2020","26876","10457","5.7","2.2","470562","817,559"
"South Carolina","13 - August 19-31, 2020","127246","42061","6.1","2","2079066","3,969,123"
"South Dakota","13 - August 19-31, 2020","21379","7323","5.9","2.1","360015","642,658"
"Tennessee","13 - August 19-31, 2020","207148","57340","7.4","2","2818173","5,221,475"
"Texas","13 - August 19-31, 2020","913605","199413","7.9","1.7","11500049","21,356,906"
"Utah","13 - August 19-31, 2020","30991","10019","2.1","0.7","1500283","2,281,207"
"Vermont","13 - August 19-31, 2020","7104","3661","2.6","1.3","277255","485,485"
"Virginia","13 - August 19-31, 2020","188111","50658","4.7","1.2","4025685","6,472,737"
"Washington","13 - August 19-31, 2020","155064","49976","4.1","1.4","3745352","5,890,357"
"West Virginia","13 - August 19-31, 2020","33937","13749","5.2","2.1","653910","1,379,576"
"Wisconsin","13 - August 19-31, 2020","139858","46983","5.8","1.9","2426434","4,438,719"
"Wyoming","13 - August 19-31, 2020","14114","4372","5.3","1.7","265317","433,400"
" -> Metro Areas","","","","","","","--"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","45 - April 27 - May 9, 2022","171181","81034","6.4","3","2688139","4,478,375"
"Boston-Cambridge-Newton, MA-NH Metro Area","45 - April 27 - May 9, 2022","81787","35298","3.7","1.6","2232438","3,659,059"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","45 - April 27 - May 9, 2022","372806","118103","8.8","2.7","4253473","7,129,594"
"Dallas-Fort Worth-Arlington, TX Metro Area","45 - April 27 - May 9, 2022","145637","73143","4.4","2.1","3290113","5,869,848"
"Detroit-Warren-Dearborn, MI Metro Area","45 - April 27 - May 9, 2022","95058","45428","5.9","2.8","1608301","3,262,433"
"Houston-The Woodlands-Sugar Land, TX Metro Area","45 - April 27 - May 9, 2022","310557","244953","10.7","8.2","2899602","5,776,301"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","45 - April 27 - May 9, 2022","321210","127365","4.8","1.8","6675927","10,037,140"
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","45 - April 27 - May 9, 2022","263027","129269","10.1","4.5","2605611","5,045,678"
"New York-Newark-Jersey City, NY-NJ-PA Metro Area","45 - April 27 - May 9, 2022","1007186","320410","11.7","3.7","8586152","14,801,562"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","45 - April 27 - May 9, 2022","155529","58271","5.6","2","2796386","4,859,525"
"Phoenix-Mesa-Chandler, AZ Metro Area","45 - April 27 - May 9, 2022","29069","20584","1.2","0.8","2481053","3,934,633"
"Riverside-San Bernardino-Ontario, CA Metro Area","45 - April 27 - May 9, 2022","105611","56108","4.8","2.4","2218850","3,803,657"
"San Francisco-Oakland-Berkeley, CA Metro Area","45 - April 27 - May 9, 2022","104282","84948","4.8","3.8","2161966","3,336,123"
"Seattle-Tacoma-Bellevue, WA Metro Area","45 - April 27 - May 9, 2022","89867","37120","4.3","1.7","2108848","3,186,429"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","45 - April 27 - May 9, 2022","134593","43858","4.8","1.5","2813826","4,421,276"
"Atlanta-Sandy Springs-Alpharetta, GA Metro Area","44 - March 30 - April 11, 2022","139164","82707","5","2.9","2760233","4,669,653"
"Boston-Cambridge-Newton, MA-NH Metro Area","44 - March 30 - April 11, 2022","105487","46036","5","2.1","2130039","3,555,599"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","44 - March 30 - April 11, 2022","251818","108721","6.4","2.6","3949198","6,908,029"
"Dallas-Fort Worth-Arlington, TX Metro Area","44 - March 30 - April 11, 2022","161301","56667","5.8","2","2767115","5,504,086"
"Detroit-Warren-Dearborn, MI Metro Area","44 - March 30 - April 11, 2022","128830","58236","7.4","3.2","1747628","3,277,917"
"Houston-The Woodlands-Sugar Land, TX Metro Area","44 - March 30 - April 11, 2022","319679","180915","10.2","5.4","3121740","5,773,707"
"Los Angeles-Long Beach-Anaheim, CA Metro Area","44 - March 30 - April 11, 2022","403631","158588","6.5","2.4","6192315","10,039,361"
