State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
New Hampshire,2019,201909,Substance use disorder,Emergency department,"1,305",6.6,
New Hampshire,2019,201909,Substance use disorder,Inpatient,584,2.9,
New Hampshire,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,492",42.6,
New Hampshire,2019,201909,Substance use disorder,Outpatient,"1,242",6.2,
New Hampshire,2019,201909,Substance use disorder,Telehealth,15,0.1,
New Hampshire,2019,201910,Mental health disorder,Emergency department,"1,516",7.6,
New Hampshire,2019,201910,Mental health disorder,Inpatient,590,3,
New Hampshire,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,733,3.7,
New Hampshire,2019,201910,Mental health disorder,Outpatient,"66,111",332,
New Hampshire,2019,201910,Mental health disorder,Telehealth,297,1.5,
New Hampshire,2019,201910,Substance use disorder,Emergency department,"1,283",6.4,
New Hampshire,2019,201910,Substance use disorder,Inpatient,574,2.9,
New Hampshire,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,869",49.6,
New Hampshire,2019,201910,Substance use disorder,Outpatient,"1,544",7.8,
New Hampshire,2019,201910,Substance use disorder,Telehealth,21,0.1,
New Hampshire,2019,201911,Mental health disorder,Emergency department,"1,115",5.6,
New Hampshire,2019,201911,Mental health disorder,Inpatient,418,2.1,
New Hampshire,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,583,2.9,
New Hampshire,2019,201911,Mental health disorder,Outpatient,"52,251",260.6,
New Hampshire,2019,201911,Mental health disorder,Telehealth,301,1.5,
New Hampshire,2019,201911,Substance use disorder,Emergency department,"1,014",5.1,
New Hampshire,2019,201911,Substance use disorder,Inpatient,505,2.5,
New Hampshire,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,085",35.3,
New Hampshire,2019,201911,Substance use disorder,Outpatient,"1,120",5.6,
New Hampshire,2019,201911,Substance use disorder,Telehealth,22,0.1,
New Hampshire,2019,201912,Mental health disorder,Emergency department,"1,008",5,
New Hampshire,2019,201912,Mental health disorder,Inpatient,405,2,
New Hampshire,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,564,2.8,
New Hampshire,2019,201912,Mental health disorder,Outpatient,"43,581",215.5,
New Hampshire,2019,201912,Mental health disorder,Telehealth,317,1.6,
New Hampshire,2019,201912,Substance use disorder,Emergency department,"1,042",5.2,
New Hampshire,2019,201912,Substance use disorder,Inpatient,486,2.4,
New Hampshire,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,056",34.9,
New Hampshire,2019,201912,Substance use disorder,Outpatient,924,4.6,
New Hampshire,2019,201912,Substance use disorder,Telehealth,27,0.1,
New Hampshire,2020,202001,Mental health disorder,Emergency department,"1,496",7.4,
New Hampshire,2020,202001,Mental health disorder,Inpatient,655,3.2,
New Hampshire,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,658,3.2,
New Hampshire,2020,202001,Mental health disorder,Outpatient,"68,653",338.8,
New Hampshire,2020,202001,Mental health disorder,Telehealth,561,2.8,
New Hampshire,2020,202001,Substance use disorder,Emergency department,"1,299",6.4,
New Hampshire,2020,202001,Substance use disorder,Inpatient,742,3.7,
New Hampshire,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,"14,462",71.4,
New Hampshire,2020,202001,Substance use disorder,Outpatient,"2,243",11.1,
New Hampshire,2020,202001,Substance use disorder,Telehealth,66,0.3,
New Hampshire,2020,202002,Mental health disorder,Emergency department,"1,318",6.6,
New Hampshire,2020,202002,Mental health disorder,Inpatient,523,2.6,
New Hampshire,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,507,2.5,
New Hampshire,2020,202002,Mental health disorder,Outpatient,"58,560",291.3,
New Hampshire,2020,202002,Mental health disorder,Telehealth,604,3,
New Hampshire,2020,202002,Substance use disorder,Emergency department,"1,151",5.7,
New Hampshire,2020,202002,Substance use disorder,Inpatient,585,2.9,
New Hampshire,2020,202002,Substance use disorder,Intensive outpatient/Partial hospitalization,"13,169",65.5,
New Hampshire,2020,202002,Substance use disorder,Outpatient,"1,842",9.2,
New Hampshire,2020,202002,Substance use disorder,Telehealth,55,0.3,
New Hampshire,2020,202003,Mental health disorder,Emergency department,"1,235",6.1,
New Hampshire,2020,202003,Mental health disorder,Inpatient,513,2.5,
New Hampshire,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,559,2.8,
New Hampshire,2020,202003,Mental health disorder,Outpatient,"49,790",245.6,
New Hampshire,2020,202003,Mental health disorder,Telehealth,"9,437",46.5,
New Hampshire,2020,202003,Substance use disorder,Emergency department,"1,319",6.5,
New Hampshire,2020,202003,Substance use disorder,Inpatient,603,3,
New Hampshire,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,365",51.1,
New Hampshire,2020,202003,Substance use disorder,Outpatient,"1,437",7.1,
New Hampshire,2020,202003,Substance use disorder,Telehealth,"2,346",11.6,
New Hampshire,2020,202004,Mental health disorder,Emergency department,876,4.3,
New Hampshire,2020,202004,Mental health disorder,Inpatient,454,2.2,
New Hampshire,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,480,2.3,
New Hampshire,2020,202004,Mental health disorder,Outpatient,"21,887",106.3,
New Hampshire,2020,202004,Mental health disorder,Telehealth,"30,106",146.2,
New Hampshire,2020,202004,Substance use disorder,Emergency department,962,4.7,
New Hampshire,2020,202004,Substance use disorder,Inpatient,538,2.6,
New Hampshire,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,"4,194",20.4,
New Hampshire,2020,202004,Substance use disorder,Outpatient,495,2.4,
New Hampshire,2020,202004,Substance use disorder,Telehealth,"8,347",40.5,
New Hampshire,2020,202005,Mental health disorder,Emergency department,"1,120",5.3,
New Hampshire,2020,202005,Mental health disorder,Inpatient,590,2.8,
New Hampshire,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,484,2.3,
New Hampshire,2020,202005,Mental health disorder,Outpatient,"24,311",116,
New Hampshire,2020,202005,Mental health disorder,Telehealth,"27,276",130.2,
New Hampshire,2020,202005,Substance use disorder,Emergency department,"1,125",5.4,
New Hampshire,2020,202005,Substance use disorder,Inpatient,850,4.1,
New Hampshire,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,"4,615",22,
New Hampshire,2020,202005,Substance use disorder,Outpatient,481,2.3,
New Hampshire,2020,202005,Substance use disorder,Telehealth,"7,467",35.6,
New Hampshire,2020,202006,Mental health disorder,Emergency department,"1,242",5.8,
New Hampshire,2020,202006,Mental health disorder,Inpatient,614,2.9,
New Hampshire,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,663,3.1,
New Hampshire,2020,202006,Mental health disorder,Outpatient,"30,341",142.6,
New Hampshire,2020,202006,Mental health disorder,Telehealth,"26,766",125.8,
New Hampshire,2020,202006,Substance use disorder,Emergency department,"1,312",6.2,
New Hampshire,2020,202006,Substance use disorder,Inpatient,900,4.2,
New Hampshire,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,147",28.9,
New Hampshire,2020,202006,Substance use disorder,Outpatient,562,2.6,
New Hampshire,2020,202006,Substance use disorder,Telehealth,"6,968",32.8,
New Hampshire,2020,202007,Mental health disorder,Emergency department,"1,361",6.3,
New Hampshire,2020,202007,Mental health disorder,Inpatient,792,3.7,
New Hampshire,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,760,3.5,
New Hampshire,2020,202007,Mental health disorder,Outpatient,"35,657",164.8,
New Hampshire,2020,202007,Mental health disorder,Telehealth,"22,719",105,
New Hampshire,2020,202007,Substance use disorder,Emergency department,"1,432",6.6,
New Hampshire,2020,202007,Substance use disorder,Inpatient,"1,231",5.7,
New Hampshire,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,527",34.8,
New Hampshire,2020,202007,Substance use disorder,Outpatient,570,2.6,
New Hampshire,2020,202007,Substance use disorder,Telehealth,"6,966",32.2,
New Hampshire,2020,202008,Mental health disorder,Emergency department,"1,508",6.8,
New Hampshire,2020,202008,Mental health disorder,Inpatient,905,4.1,
New Hampshire,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,902,4.1,
New Hampshire,2020,202008,Mental health disorder,Outpatient,"37,042",167.9,
New Hampshire,2020,202008,Mental health disorder,Telehealth,"20,878",94.6,
New Hampshire,2020,202008,Substance use disorder,Emergency department,"1,561",7.1,
New Hampshire,2020,202008,Substance use disorder,Inpatient,"1,351",6.1,
New Hampshire,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,538",38.7,
New Hampshire,2020,202008,Substance use disorder,Outpatient,677,3.1,
New Hampshire,2020,202008,Substance use disorder,Telehealth,"7,981",36.2,
New Hampshire,2020,202009,Mental health disorder,Emergency department,"1,432",6.3,
New Hampshire,2020,202009,Mental health disorder,Inpatient,867,3.8,
New Hampshire,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,819,3.6,
New Hampshire,2020,202009,Mental health disorder,Outpatient,"39,503",174.9,
New Hampshire,2020,202009,Mental health disorder,Telehealth,"21,394",94.7,
New Hampshire,2020,202009,Substance use disorder,Emergency department,"1,311",5.8,
New Hampshire,2020,202009,Substance use disorder,Inpatient,"1,523",6.7,
New Hampshire,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,359",41.4,
New Hampshire,2020,202009,Substance use disorder,Outpatient,679,3,
New Hampshire,2020,202009,Substance use disorder,Telehealth,"7,259",32.1,
New Hampshire,2020,202010,Mental health disorder,Emergency department,"1,452",6.3,
New Hampshire,2020,202010,Mental health disorder,Inpatient,939,4.1,
New Hampshire,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,821,3.6,
New Hampshire,2020,202010,Mental health disorder,Outpatient,"41,447",180.6,
New Hampshire,2020,202010,Mental health disorder,Telehealth,"23,147",100.8,
New Hampshire,2020,202010,Substance use disorder,Emergency department,"1,434",6.2,
New Hampshire,2020,202010,Substance use disorder,Inpatient,"1,328",5.8,
New Hampshire,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,704",42.3,
New Hampshire,2020,202010,Substance use disorder,Outpatient,728,3.2,
New Hampshire,2020,202010,Substance use disorder,Telehealth,"6,949",30.3,
New Hampshire,2020,202011,Mental health disorder,Emergency department,"1,305",5.6,
New Hampshire,2020,202011,Mental health disorder,Inpatient,771,3.3,
New Hampshire,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,668,2.9,
New Hampshire,2020,202011,Mental health disorder,Outpatient,"35,046",149.9,
New Hampshire,2020,202011,Mental health disorder,Telehealth,"22,812",97.5,
New Hampshire,2020,202011,Substance use disorder,Emergency department,"1,244",5.3,
New Hampshire,2020,202011,Substance use disorder,Inpatient,"1,109",4.7,
New Hampshire,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,099",34.6,
New Hampshire,2020,202011,Substance use disorder,Outpatient,612,2.6,
New Hampshire,2020,202011,Substance use disorder,Telehealth,"6,516",27.9,
New Hampshire,2020,202012,Mental health disorder,Emergency department,"1,236",5.2,
New Hampshire,2020,202012,Mental health disorder,Inpatient,610,2.6,
New Hampshire,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,581,2.4,
New Hampshire,2020,202012,Mental health disorder,Outpatient,"33,444",140.4,
New Hampshire,2020,202012,Mental health disorder,Telehealth,"26,660",111.9,
New Hampshire,2020,202012,Substance use disorder,Emergency department,"1,240",5.2,
New Hampshire,2020,202012,Substance use disorder,Inpatient,766,3.2,
New Hampshire,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,906",33.2,
New Hampshire,2020,202012,Substance use disorder,Outpatient,532,2.2,
New Hampshire,2020,202012,Substance use disorder,Telehealth,"7,992",33.6,
New Hampshire,2021,202101,Mental health disorder,Emergency department,"1,653",6.9,
New Hampshire,2021,202101,Mental health disorder,Inpatient,781,3.2,
New Hampshire,2021,202101,Mental health disorder,Intensive outpatient/Partial hospitalization,876,3.6,
New Hampshire,2021,202101,Mental health disorder,Outpatient,"43,490",180.9,
New Hampshire,2021,202101,Mental health disorder,Telehealth,"36,576",152.2,
New Hampshire,2021,202101,Substance use disorder,Emergency department,"1,552",6.5,
New Hampshire,2021,202101,Substance use disorder,Inpatient,"1,143",4.8,
New Hampshire,2021,202101,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,402",51.6,
New Hampshire,2021,202101,Substance use disorder,Outpatient,615,2.6,
New Hampshire,2021,202101,Substance use disorder,Telehealth,"14,680",61.1,
New Hampshire,2021,202102,Mental health disorder,Emergency department,"1,359",5.6,
New Hampshire,2021,202102,Mental health disorder,Inpatient,725,3,
New Hampshire,2021,202102,Mental health disorder,Intensive outpatient/Partial hospitalization,712,2.9,
New Hampshire,2021,202102,Mental health disorder,Outpatient,"41,429",171.2,
New Hampshire,2021,202102,Mental health disorder,Telehealth,"34,503",142.6,
New Hampshire,2021,202102,Substance use disorder,Emergency department,"1,128",4.7,
New Hampshire,2021,202102,Substance use disorder,Inpatient,990,4.1,
New Hampshire,2021,202102,Substance use disorder,Intensive outpatient/Partial hospitalization,"11,106",45.9,
New Hampshire,2021,202102,Substance use disorder,Outpatient,798,3.3,
New Hampshire,2021,202102,Substance use disorder,Telehealth,"13,394",55.4,
New Hampshire,2021,202103,Mental health disorder,Emergency department,"1,557",6.4,
New Hampshire,2021,202103,Mental health disorder,Inpatient,853,3.5,
New Hampshire,2021,202103,Mental health disorder,Intensive outpatient/Partial hospitalization,878,3.6,
New Hampshire,2021,202103,Mental health disorder,Outpatient,"52,775",216.2,
New Hampshire,2021,202103,Mental health disorder,Telehealth,"36,680",150.3,
New Hampshire,2021,202103,Substance use disorder,Emergency department,"1,474",6,
New Hampshire,2021,202103,Substance use disorder,Inpatient,"1,068",4.4,
New Hampshire,2021,202103,Substance use disorder,Intensive outpatient/Partial hospitalization,"13,432",55,
New Hampshire,2021,202103,Substance use disorder,Outpatient,"1,000",4.1,
New Hampshire,2021,202103,Substance use disorder,Telehealth,"13,754",56.3,
New Hampshire,2021,202104,Mental health disorder,Emergency department,"1,273",5.2,
New Hampshire,2021,202104,Mental health disorder,Inpatient,821,3.3,
New Hampshire,2021,202104,Mental health disorder,Intensive outpatient/Partial hospitalization,640,2.6,
New Hampshire,2021,202104,Mental health disorder,Outpatient,"43,682",177.4,
New Hampshire,2021,202104,Mental health disorder,Telehealth,"24,939",101.3,
New Hampshire,2021,202104,Substance use disorder,Emergency department,"1,484",6,
New Hampshire,2021,202104,Substance use disorder,Inpatient,"1,047",4.3,
New Hampshire,2021,202104,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,760",43.7,
New Hampshire,2021,202104,Substance use disorder,Outpatient,729,3,
